gene_symbol	ensembl_gene_id	transcript_id	mane_select	canonical	pLI	loeuf	missense_z	lof_oe	lof_observed	lof_expected	gene_flags	constraint_flags	exome_prop_bp_an90	exome_prop_segdup	exome_prop_lcr
RERG	ENSG00000134533	ENST00000256953	true	true	9.5747e-10	1.5047e+00	-7.9301e-02	1.0774e+00	25	2.3204e+01			1.0000e+00	0.0000e+00	0.0000e+00
RERGL	ENSG00000111404	ENST00000538724	true	true	1.5654e-07	1.2729e+00	-6.5989e-01	8.9144e-01	22	2.4679e+01			1.0000e+00	0.0000e+00	0.0000e+00
RESF1	ENSG00000174718	ENST00000312561	true	true	1.8886e-06	5.9316e-01	-2.5853e+00	4.8250e-01	65	1.3471e+02			9.9981e-01	0.0000e+00	0.0000e+00
RESP18	ENSG00000182698	ENST00000333527	true	true	7.3150e-11	1.3553e+00	-9.0552e-01	9.9926e-01	30	3.0022e+01			1.0000e+00	0.0000e+00	0.0000e+00
REST	ENSG00000084093	ENST00000309042	true	true	1.0000e+00	1.5600e-01	8.2448e-01	3.2884e-02	1	3.0410e+01			9.8541e-01	0.0000e+00	0.0000e+00
RET	ENSG00000165731	ENST00000355710	true	true	1.0000e+00	2.3567e-01	3.1150e+00	1.6061e-01	19	1.1830e+02			9.9850e-01	0.0000e+00	0.0000e+00
RETN	ENSG00000104918	ENST00000221515	true	true	1.8254e-02	1.7298e+00	-9.1271e-01	8.2270e-01	5	6.0775e+00			1.0000e+00	0.0000e+00	0.0000e+00
RETNLB	ENSG00000163515	ENST00000295755	true	true	7.9602e-06	2.6762e+00	-3.7615e-01	1.6168e+00	11	6.8034e+00			9.9399e-01	0.0000e+00	0.0000e+00
RETREG1	ENSG00000154153	ENST00000306320	true	true	1.2608e-12	1.0321e+00	8.8585e-01	8.0270e-01	44	5.4815e+01			9.7586e-01	0.0000e+00	0.0000e+00
RETREG2	ENSG00000144567	ENST00000430297	true	true	3.3648e-01	5.8625e-01	-4.7046e-01	4.0711e-01	21	5.1583e+01			8.3671e-01	0.0000e+00	0.0000e+00
RETREG3	ENSG00000141699	ENST00000309428	true	true	2.1172e-02	6.4939e-01	9.0781e-01	4.5836e-01	23	5.0179e+01			1.0000e+00	0.0000e+00	0.0000e+00
RETSAT	ENSG00000042445	ENST00000295802	true	true	2.6535e-06	7.5287e-01	1.3849e+00	5.6785e-01	35	6.1636e+01			9.9891e-01	3.8962e-01	0.0000e+00
REV1	ENSG00000135945	ENST00000258428	true	true	1.0000e+00	3.9537e-01	2.2992e+00	3.0568e-01	42	1.3740e+02			9.8668e-01	0.0000e+00	9.0594e-03
REV3L	ENSG00000009413	ENST00000368802	true	true	1.0000e+00	2.8158e-01	3.9706e+00	2.3046e-01	69	2.9940e+02			9.9755e-01	0.0000e+00	0.0000e+00
REX1BD	ENSG00000006015	ENST00000358607	true	true	1.3494e-07	1.2861e+00	-1.9470e-01	9.0069e-01	22	2.4426e+01			1.0000e+00	0.0000e+00	0.0000e+00
REXO1	ENSG00000079313	ENST00000170168	true	true	2.7066e-01	5.2953e-01	-8.8664e-01	4.0940e-01	42	1.0259e+02			8.8206e-01	0.0000e+00	1.6653e-02
REXO2	ENSG00000076043	ENST00000265881	true	true	2.2732e-03	8.2420e-01	1.0021e+00	5.4949e-01	17	3.0938e+01			1.0000e+00	0.0000e+00	0.0000e+00
REXO4	ENSG00000148300	ENST00000371942	true	true	7.6441e-08	9.9157e-01	4.1097e-01	7.2723e-01	29	3.9877e+01			1.0000e+00	0.0000e+00	0.0000e+00
REXO5	ENSG00000005189	ENST00000261377	true	true	2.0582e-07	6.9007e-01	2.3047e+00	5.4253e-01	48	8.8474e+01			1.0000e+00	0.0000e+00	0.0000e+00
RFC1	ENSG00000035928	ENST00000349703	true	true	1.0000e+00	3.5421e-01	1.7762e+00	2.6925e-01	37	1.3742e+02			9.9768e-01	0.0000e+00	0.0000e+00
RFC2	ENSG00000049541	ENST00000055077	true	true	1.9113e-09	1.0101e+00	1.0739e+00	7.5872e-01	34	4.4812e+01			1.0000e+00	0.0000e+00	0.0000e+00
RFC3	ENSG00000133119	ENST00000380071	true	true	2.5246e-13	1.1795e+00	1.0423e-01	9.0908e-01	41	4.5101e+01			9.9813e-01	0.0000e+00	1.1236e-02
RFC4	ENSG00000163918	ENST00000296273	true	true	5.5415e-11	1.0453e+00	-1.1260e+00	7.9751e-01	38	4.7648e+01			1.0000e+00	0.0000e+00	0.0000e+00
RFC5	ENSG00000111445	ENST00000454402	true	true	2.9352e-05	8.1377e-01	1.8884e+00	5.8647e-01	26	4.4333e+01			9.9902e-01	0.0000e+00	0.0000e+00
RFESD	ENSG00000175449	ENST00000380005	true	true	2.7992e-04	9.9748e-01	1.0579e+00	6.5674e-01	16	2.4363e+01			1.0000e+00	4.1429e-01	0.0000e+00
RFFL	ENSG00000092871	ENST00000394597	true	true	4.7166e-01	6.0117e-01	1.6994e+00	3.9581e-01	16	4.0423e+01			1.0000e+00	0.0000e+00	0.0000e+00
RFK	ENSG00000135002	ENST00000376736	true	true	9.6056e-01	5.2139e-01	-3.9316e-02	2.2784e-01	4	1.7556e+01			1.0000e+00	0.0000e+00	0.0000e+00
RFLNA	ENSG00000178882	ENST00000546355	true	true	4.4833e-02	1.3537e+00	6.7127e-01	6.4384e-01	5	7.7659e+00			6.7438e-01	0.0000e+00	0.0000e+00
RFLNB	ENSG00000183688	ENST00000329099	false	true	4.3927e-02	1.1723e+00	2.2117e-01	5.9393e-01	6	1.0102e+01			9.6296e-01	0.0000e+00	0.0000e+00
RFNG	ENSG00000169733	ENST00000310496	true	true	1.3473e-15	1.6472e+00	-1.7764e+00	1.2521e+00	37	2.9551e+01			6.7573e-01	0.0000e+00	8.7613e-02
RFPL1	ENSG00000128250	ENST00000354373	false	true	3.4793e-02	1.2279e+00	9.9103e-01	6.2210e-01	6	9.6447e+00			9.9685e-01	1.0000e+00	0.0000e+00
RFPL2	ENSG00000128253	ENST00000652607	true	true	4.0145e-04	1.1580e+00	9.4127e-01	7.2832e-01	13	1.7849e+01			1.0000e+00	8.9506e-01	0.0000e+00
RFPL3	ENSG00000128276	ENST00000249007	true	true	1.6263e-03	1.6593e+00	1.1588e+00	9.1960e-01	8	8.6994e+00			9.9790e-01	1.0000e+00	0.0000e+00
RFPL4A	ENSG00000223638	ENST00000434937	true	true	1.8283e-01	1.0996e+00	5.5781e+00	4.8050e-01	4	8.3246e+00	low_exome_mapping_quality	outlier_syn	9.0941e-01	1.0000e+00	0.0000e+00
RFPL4AL1	ENSG00000229292	ENST00000341750	true	true	7.1585e-01	7.7011e-01	6.6836e+00	2.4464e-01	2	8.1752e+00	low_exome_mapping_quality	outlier_syn	8.3856e-01	1.0000e+00	0.0000e+00
RFPL4B	ENSG00000251258	ENST00000441065	true	true			3.2375e-01					no_exp_lof	1.0000e+00	0.0000e+00	0.0000e+00
RFT1	ENSG00000163933	ENST00000296292	true	true	1.8876e-10	8.9170e-01	7.5163e-01	6.9150e-01	43	6.2184e+01			1.0000e+00	0.0000e+00	0.0000e+00
RFTN1	ENSG00000131378	ENST00000334133	true	true	8.7810e-05	7.7544e-01	4.0934e-01	5.5885e-01	26	4.6524e+01			9.9135e-01	3.3968e-01	0.0000e+00
RFTN2	ENSG00000162944	ENST00000295049	true	true	1.0594e-07	8.5836e-01	1.1167e+00	6.4473e-01	34	5.2735e+01			1.0000e+00	0.0000e+00	0.0000e+00
RFWD3	ENSG00000168411	ENST00000361070	true	true	1.1970e-16	9.1135e-01	-1.9417e+00	7.4133e-01	65	8.7680e+01			1.0000e+00	0.0000e+00	0.0000e+00
RFX1	ENSG00000132005	ENST00000254325	true	true	9.9946e-01	4.5408e-01	2.8837e+00	3.5107e-01	42	1.1963e+02			9.5574e-01	0.0000e+00	2.2472e-02
RFX2	ENSG00000087903	ENST00000303657	true	true	1.0000e+00	3.3089e-01	3.2877e+00	2.2771e-01	20	8.7829e+01			1.0000e+00	0.0000e+00	0.0000e+00
RFX3	ENSG00000080298	ENST00000617270	true	true	1.0000e+00	2.2203e-01	4.0329e+00	1.4202e-01	14	9.8575e+01			1.0000e+00	0.0000e+00	0.0000e+00
RFX4	ENSG00000111783	ENST00000392842	true	true	1.0000e+00	1.7864e-01	3.9612e+00	1.0531e-01	10	9.4955e+01			1.0000e+00	0.0000e+00	0.0000e+00
RFX5	ENSG00000143390	ENST00000452671	true	true	4.3493e-08	9.8759e-01	8.9852e-01	7.2812e-01	30	4.1202e+01			9.9134e-01	0.0000e+00	0.0000e+00
RFX6	ENSG00000185002	ENST00000332958	true	true	1.1906e-03	5.7142e-01	1.7404e+00	4.5145e-01	50	1.1075e+02			9.8204e-01	0.0000e+00	0.0000e+00
RFX7	ENSG00000181827	ENST00000559447	true	true	1.0000e+00	3.2267e-01	2.0246e+00	2.3255e-01	26	1.1181e+02			9.3653e-01	0.0000e+00	0.0000e+00
RFX8	ENSG00000196460	ENST00000428343	true	true	8.7481e-14	1.0769e+00	4.7352e-01	8.4223e-01	46	5.4617e+01			9.9718e-01	0.0000e+00	0.0000e+00
RFXANK	ENSG00000064490	ENST00000303088	true	true	1.1549e-03	8.0834e-01	1.1153e+00	5.5089e-01	19	3.4490e+01			1.0000e+00	0.0000e+00	0.0000e+00
RFXAP	ENSG00000133111	ENST00000255476	true	true	1.0257e-06	1.1770e+00	6.7231e-01	8.1735e-01	21	2.5693e+01			8.9706e-01	0.0000e+00	0.0000e+00
RGCC	ENSG00000102760	ENST00000379359	true	true	7.4940e-06	1.4993e+00	4.2490e-01	9.7367e-01	15	1.5406e+01			9.0998e-01	0.0000e+00	0.0000e+00
RGL1	ENSG00000143344	ENST00000360851	true	true	1.0000e+00	3.5448e-01	3.0848e+00	2.5206e-01	24	9.5215e+01			1.0000e+00	0.0000e+00	0.0000e+00
RGL2	ENSG00000237441	ENST00000497454	true	true	5.3870e-04	6.1564e-01	2.0660e+00	4.7294e-01	40	8.4577e+01			9.8413e-01	0.0000e+00	0.0000e+00
RGL3	ENSG00000205517	ENST00000380456	true	true	1.8676e-27	1.1235e+00	-1.3188e+00	9.3809e-01	85	9.0610e+01			1.0000e+00	0.0000e+00	0.0000e+00
RGL4	ENSG00000159496	ENST00000290691	true	true	3.5448e-12	1.0717e+00	-3.1796e-01	8.2596e-01	41	4.9639e+01			1.0000e+00	0.0000e+00	0.0000e+00
RGMA	ENSG00000182175	ENST00000329082	true	true	2.0358e-01	7.3166e-01	1.4181e+00	4.3135e-01	10	2.3183e+01			9.8963e-01	0.0000e+00	0.0000e+00
RGMB	ENSG00000174136	ENST00000513185	true	true	1.0113e-03	9.0397e-01	1.0913e+00	5.9518e-01	16	2.6883e+01			9.4737e-01	0.0000e+00	0.0000e+00
RGN	ENSG00000130988	ENST00000397180	true	true	7.7679e-07	1.3529e+00	-1.9384e+00	9.2205e-01	19	2.0606e+01			1.0000e+00	0.0000e+00	0.0000e+00
RGP1	ENSG00000107185	ENST00000378078	true	true	2.7947e-06	8.6177e-01	1.4194e+00	6.2856e-01	28	4.4546e+01			1.0000e+00	0.0000e+00	0.0000e+00
RGPD1	ENSG00000187627	ENST00000641458	true	true	9.9998e-01	3.2418e-01	8.2892e+00	1.7259e-01	7	4.0558e+01	low_exome_mapping_quality	outlier_syn	1.1636e-01	1.0000e+00	0.0000e+00
RGPD2	ENSG00000185304	ENST00000398146	true	true	1.0000e+00	1.7496e-01	8.3979e+00	5.5579e-02	2	3.5985e+01	low_exome_coverage|low_exome_mapping_quality	outlier_syn	9.6052e-02	9.8633e-01	0.0000e+00
RGPD3	ENSG00000153165	ENST00000409886	true	true	5.8920e-01	4.9587e-01	8.2120e+00	4.0136e-01	62	1.5447e+02	low_exome_mapping_quality	outlier_syn	7.1957e-01	1.0000e+00	0.0000e+00
RGPD4	ENSG00000196862	ENST00000408999	true	true	3.3473e-15	7.1403e-01	7.4583e+00	5.9555e-01	84	1.4105e+02	low_exome_mapping_quality	outlier_syn	6.6818e-01	1.0000e+00	0.0000e+00
RGPD5	ENSG00000015568	ENST00000016946	true	true			8.6231e-01				low_exome_coverage|low_exome_mapping_quality	no_exp_lof|no_exp_syn	0.0000e+00	1.0000e+00	0.0000e+00
RGPD6	ENSG00000183054	ENST00000329516	true	true			1.3213e+00				low_exome_coverage|low_exome_mapping_quality	no_exp_lof|no_exp_syn	0.0000e+00	1.0000e+00	0.0000e+00
RGPD8	ENSG00000169629	ENST00000302558	true	true	1.0000e+00	2.5931e-01	1.2437e+01	1.6840e-01	15	8.9072e+01	low_exome_mapping_quality	outlier_syn	3.8584e-01	1.0000e+00	0.0000e+00
RGR	ENSG00000148604	ENST00000652092	true	true	2.7841e-11	1.4224e+00	-6.2494e-01	1.0487e+00	30	2.8608e+01			1.0000e+00	0.0000e+00	0.0000e+00
RGS1	ENSG00000090104	ENST00000367459	true	true	4.2911e-02	8.2124e-01	-2.5172e-01	4.9615e-01	11	2.2171e+01			9.9841e-01	0.0000e+00	0.0000e+00
RGS10	ENSG00000148908	ENST00000369103	true	true	8.2232e-02	7.7327e-01	1.3121e+00	4.6717e-01	11	2.3546e+01			9.0976e-01	0.0000e+00	0.0000e+00
RGS11	ENSG00000076344	ENST00000397770	true	true	8.5476e-35	1.4479e+00	-1.6735e+00	1.2102e+00	86	7.1063e+01			9.5503e-01	0.0000e+00	2.8551e-02
RGS12	ENSG00000159788	ENST00000336727	true	true	3.7836e-10	6.7446e-01	9.5103e-01	5.4951e-01	66	1.2011e+02			1.0000e+00	0.0000e+00	2.5340e-03
RGS13	ENSG00000127074	ENST00000391995	true	true	3.4495e-04	1.0972e+00	-5.5715e-01	7.0182e-01	14	1.9948e+01			1.0000e+00	0.0000e+00	0.0000e+00
RGS14	ENSG00000169220	ENST00000408923	true	true	9.0790e-05	6.9165e-01	6.0878e-02	5.1726e-01	33	6.3797e+01			9.7350e-01	0.0000e+00	0.0000e+00
RGS16	ENSG00000143333	ENST00000367558	true	true	1.6490e-03	1.0718e+00	3.0305e-01	6.6149e-01	12	1.8141e+01			1.0000e+00	0.0000e+00	0.0000e+00
RGS17	ENSG00000091844	ENST00000206262	true	true	6.6203e-02	7.6154e-01	1.2673e+00	4.7002e-01	12	2.5531e+01			1.0000e+00	0.0000e+00	0.0000e+00
RGS18	ENSG00000150681	ENST00000367460	true	true	8.0573e-07	1.1382e+00	-7.6413e-01	7.9712e-01	22	2.7599e+01			9.9433e-01	0.0000e+00	0.0000e+00
RGS19	ENSG00000171700	ENST00000395042	true	true	3.2238e-01	7.1486e-01	1.2426e+00	4.0966e-01	9	2.1970e+01			1.0000e+00	0.0000e+00	0.0000e+00
RGS2	ENSG00000116741	ENST00000235382	true	true	6.0867e-06	1.0912e+00	-1.4689e-02	7.5095e-01	20	2.6633e+01			1.0000e+00	0.0000e+00	0.0000e+00
RGS20	ENSG00000147509	ENST00000297313	true	true	6.8937e-10	1.2118e+00	5.7852e-01	8.9340e-01	30	3.3580e+01			9.9656e-01	0.0000e+00	0.0000e+00
RGS21	ENSG00000253148	ENST00000417209	true	true	2.4801e-07	1.4877e+00	-5.5244e-01	1.0139e+00	19	1.8740e+01			1.0000e+00	0.0000e+00	0.0000e+00
RGS22	ENSG00000132554	ENST00000360863	true	true	1.3457e-42	9.8131e-01	1.0540e+00	8.5618e-01	148	1.7286e+02			1.0000e+00	0.0000e+00	2.9008e-03
RGS3	ENSG00000138835	ENST00000350696	false	true	6.8001e-15	7.2644e-01	1.6224e+00	6.0317e-01	80	1.3263e+02			9.7440e-01	0.0000e+00	2.1425e-02
RGS4	ENSG00000117152	ENST00000367909	true	true	2.3734e-04	1.0677e+00	5.5596e-02	6.9341e-01	15	2.1632e+01			1.0000e+00	0.0000e+00	0.0000e+00
RGS5	ENSG00000143248	ENST00000313961	true	true	6.8802e-08	1.5363e+00	3.1506e-01	1.0572e+00	20	1.8917e+01			1.0000e+00	0.0000e+00	0.0000e+00
RGS6	ENSG00000182732	ENST00000553525	true	true	8.4741e-01	5.1830e-01	1.9809e+00	3.8213e-01	30	7.8508e+01			1.0000e+00	0.0000e+00	0.0000e+00
RGS7	ENSG00000182901	ENST00000440928	true	true	9.9875e-01	4.5917e-01	3.6580e+00	3.3296e-01	27	8.1091e+01			1.0000e+00	0.0000e+00	0.0000e+00
RGS7BP	ENSG00000186479	ENST00000334025	true	true	9.8103e-01	5.0101e-01	1.1405e+00	2.8711e-01	9	3.1347e+01			1.0000e+00	0.0000e+00	0.0000e+00
RGS8	ENSG00000135824	ENST00000483095	false	true	5.9042e-01	6.6434e-01	1.7594e+00	3.6819e-01	8	2.1728e+01			1.0000e+00	0.0000e+00	0.0000e+00
RGS9	ENSG00000108370	ENST00000262406	true	true	1.7858e-20	9.2323e-01	4.7928e-01	7.6474e-01	78	1.0200e+02			1.0000e+00	0.0000e+00	0.0000e+00
RGS9BP	ENSG00000186326	ENST00000334176	true	true	4.7603e-01	1.2444e+00	-4.3005e-01	2.6232e-01	1	3.8122e+00			9.2624e-01	0.0000e+00	0.0000e+00
RGSL1	ENSG00000121446	ENST00000294854	true	true	1.1274e-25	9.2075e-01	6.5791e-01	7.7777e-01	97	1.2472e+02			9.9969e-01	0.0000e+00	0.0000e+00
RHAG	ENSG00000112077	ENST00000371175	true	true	3.8114e-05	8.2349e-01	4.0971e-01	5.8962e-01	25	4.2400e+01			1.0000e+00	0.0000e+00	0.0000e+00
RHBDD1	ENSG00000144468	ENST00000392062	true	true	4.8047e-14	1.3724e+00	-3.3761e-01	1.0470e+00	38	3.6294e+01			1.0000e+00	0.0000e+00	0.0000e+00
RHBDD2	ENSG00000005486	ENST00000006777	true	true	3.0208e-03	9.5097e-01	1.1461e-01	5.9814e-01	13	2.1734e+01			9.4048e-01	0.0000e+00	0.0000e+00
RHBDD3	ENSG00000100263	ENST00000216085	true	true	1.0729e-12	1.3999e+00	2.0412e-01	1.0515e+00	34	3.2336e+01			1.0000e+00	0.0000e+00	0.0000e+00
RHBDF1	ENSG00000007384	ENST00000262316	true	true	2.6449e-22	9.7712e-01	1.0143e+00	8.1131e-01	80	9.8606e+01			9.9805e-01	0.0000e+00	0.0000e+00
RHBDF2	ENSG00000129667	ENST00000675367	true	true	5.5686e-01	5.2320e-01	3.4733e+00	3.9916e-01	38	9.5199e+01			1.0000e+00	0.0000e+00	0.0000e+00
RHBDL1	ENSG00000103269	ENST00000352681	true	true	7.8538e-05	8.8843e-01	1.4926e+00	6.1696e-01	21	3.4038e+01			1.0000e+00	0.0000e+00	0.0000e+00
RHBDL2	ENSG00000158315	ENST00000372990	true	true	4.4974e-08	1.1377e+00	6.3356e-01	8.1994e-01	26	3.1710e+01			1.0000e+00	0.0000e+00	0.0000e+00
RHBDL3	ENSG00000141314	ENST00000269051	true	true	1.7554e-05	7.9618e-01	1.4410e+00	5.8071e-01	28	4.8216e+01			9.2327e-01	0.0000e+00	0.0000e+00
RHBG	ENSG00000132677	ENST00000537040	true	true	1.6570e-13	1.2692e+00	6.8697e-01	9.7168e-01	39	4.0137e+01			9.9854e-01	0.0000e+00	0.0000e+00
RHCE	ENSG00000188672	ENST00000294413	true	true	3.1056e-03	7.1660e-01	2.6120e+00	5.0184e-01	22	4.3839e+01			8.4972e-01	1.0000e+00	0.0000e+00
RHCG	ENSG00000140519	ENST00000268122	true	true	8.3372e-10	9.2045e-01	-1.2099e-01	7.0470e-01	39	5.5342e+01			9.9513e-01	0.0000e+00	0.0000e+00
RHD	ENSG00000187010	ENST00000328664	true	true	9.1950e-01	5.3373e-01	4.1790e+00	3.5141e-01	16	4.5531e+01			1.1831e-01	1.0000e+00	0.0000e+00
RHEB	ENSG00000106615	ENST00000262187	true	true	9.9999e-01	2.1861e-01	4.1385e+00	6.9447e-02	2	2.8799e+01			1.0000e+00	0.0000e+00	0.0000e+00
RHEBL1	ENSG00000167550	ENST00000301068	true	true	7.0676e-07	1.1483e+00	1.1483e+00	8.0415e-01	22	2.7358e+01			1.0000e+00	0.0000e+00	0.0000e+00
RHEX	ENSG00000263961	ENST00000331555	true	true	2.1802e-06	1.3282e+00	6.4879e-01	8.9566e-01	18	2.0097e+01			1.0000e+00	0.0000e+00	0.0000e+00
RHNO1	ENSG00000171792	ENST00000489288	true	true	1.7355e-04	2.1806e+00	-1.9038e-01	1.2496e+00	9	7.2023e+00			9.9860e-01	0.0000e+00	0.0000e+00
RHO	ENSG00000163914	ENST00000296271	true	true	1.8214e-05	9.7060e-01	1.2761e+00	6.7402e-01	21	3.1156e+01			1.0000e+00	0.0000e+00	0.0000e+00
RHOA	ENSG00000067560	ENST00000418115	true	true	9.8806e-01	4.4194e-01	5.1037e+00	1.7099e-01	3	1.7544e+01			1.0000e+00	0.0000e+00	0.0000e+00
RHOB	ENSG00000143878	ENST00000272233	true	true	1.6378e-01	9.1860e-01	3.4759e+00	4.6541e-01	6	1.2892e+01			1.0000e+00	0.0000e+00	0.0000e+00
RHOBTB1	ENSG00000072422	ENST00000337910	true	true	8.2638e-07	7.2732e-01	1.3840e+00	5.5873e-01	40	7.1591e+01			1.0000e+00	0.0000e+00	0.0000e+00
RHOBTB2	ENSG00000008853	ENST00000251822	true	true	2.1661e-07	7.6659e-01	3.2931e+00	5.8691e-01	39	6.6450e+01			1.0000e+00	0.0000e+00	2.9803e-02
RHOBTB3	ENSG00000164292	ENST00000379982	true	true	1.6957e-11	8.9206e-01	1.8532e+00	6.9953e-01	47	6.7188e+01			1.0000e+00	0.0000e+00	0.0000e+00
RHOC	ENSG00000155366	ENST00000339083	true	true	9.7513e-04	1.0580e+00	2.2336e+00	6.6544e-01	13	1.9536e+01			1.0000e+00	0.0000e+00	0.0000e+00
RHOD	ENSG00000173156	ENST00000308831	true	true	2.7527e-03	1.0888e+00	5.1640e-01	6.5780e-01	11	1.6722e+01			9.4286e-01	0.0000e+00	0.0000e+00
RHOF	ENSG00000139725	ENST00000267205	true	true	1.3644e-07	1.3624e+00	2.1666e-01	9.4609e-01	21	2.2197e+01			1.0000e+00	0.0000e+00	0.0000e+00
RHOG	ENSG00000177105	ENST00000351018	true	true	9.8587e-01	3.8575e-01	3.9790e+00	8.1316e-02	1	1.2298e+01			1.0000e+00	0.0000e+00	0.0000e+00
RHOH	ENSG00000168421	ENST00000381799	true	true	2.3531e-01	8.5967e-01	2.6584e+00	4.3556e-01	6	1.3775e+01			1.0000e+00	0.0000e+00	0.0000e+00
RHOJ	ENSG00000126785	ENST00000316754	true	true	7.7001e-02	7.7796e-01	5.0173e-01	4.7000e-01	11	2.3404e+01			1.0000e+00	0.0000e+00	0.0000e+00
RHOQ	ENSG00000119729	ENST00000238738	true	true	9.7390e-01	5.1005e-01	2.5259e+00	2.7155e-01	7	2.5778e+01			1.0000e+00	2.4878e-01	0.0000e+00
RHOT1	ENSG00000126858	ENST00000545287	true	true	1.0000e+00	3.9052e-01	3.1733e+00	2.8318e-01	27	9.5346e+01			9.8634e-01	0.0000e+00	0.0000e+00
RHOT2	ENSG00000140983	ENST00000315082	true	true	6.8456e-34	1.3137e+00	-2.5297e+00	1.1025e+00	90	8.1633e+01			9.5577e-01	0.0000e+00	0.0000e+00
RHOU	ENSG00000116574	ENST00000366691	true	true	1.3301e-02	1.1495e+00	2.0384e+00	6.3709e-01	8	1.2557e+01			8.3721e-01	0.0000e+00	8.6563e-02
RHOV	ENSG00000104140	ENST00000220507	true	true	8.8567e-01	5.8693e-01	1.0606e+00	2.9737e-01	6	2.0177e+01			9.3644e-01	0.0000e+00	0.0000e+00
RHOXF1	ENSG00000101883	ENST00000217999	true	true	9.5049e-01	4.8735e-01	-3.6336e-01	1.0273e-01	1	9.7341e+00			1.0000e+00	0.0000e+00	0.0000e+00
RHOXF2	ENSG00000131721	ENST00000371388	true	true	8.1656e-01	6.7771e-01	4.0735e+00	2.1529e-01	2	9.2898e+00	low_exome_mapping_quality		4.5486e-01	1.0000e+00	0.0000e+00
RHOXF2B	ENSG00000203989	ENST00000371402	true	true	9.2896e-01	5.2856e-01	4.0430e+00	1.1142e-01	1	8.9751e+00	low_exome_coverage|low_exome_mapping_quality		0.0000e+00	1.0000e+00	0.0000e+00
RHPN1	ENSG00000158106	ENST00000289013	true	true	2.1288e-27	1.2460e+00	-7.6505e-01	1.0308e+00	77	7.4699e+01			1.0000e+00	0.0000e+00	0.0000e+00
RHPN2	ENSG00000131941	ENST00000254260	true	true	3.3280e-05	6.5913e-01	2.8343e+00	5.0635e-01	40	7.8997e+01			9.7716e-01	9.1011e-01	0.0000e+00
RIBC1	ENSG00000158423	ENST00000375327	true	true	8.0884e-01	5.7680e-01	1.6818e+00	3.5600e-01	12	3.3707e+01			1.0000e+00	0.0000e+00	0.0000e+00
RIBC2	ENSG00000128408	ENST00000614167	true	true	6.0467e-13	1.1754e+00	5.1376e-01	9.0295e-01	40	4.4299e+01			1.0000e+00	0.0000e+00	0.0000e+00
RIC1	ENSG00000107036	ENST00000414202	true	true	2.8664e-11	6.2158e-01	-1.5557e+00	5.2062e-01	88	1.6903e+02			9.9649e-01	0.0000e+00	0.0000e+00
RIC3	ENSG00000166405	ENST00000309737	true	true	2.0887e-10	1.4050e+00	-1.1390e+00	1.0248e+00	28	2.7322e+01			1.0000e+00	0.0000e+00	0.0000e+00
RIC8A	ENSG00000177963	ENST00000526104	true	true	2.8309e-10	1.0065e+00	2.5461e-01	7.6507e-01	37	4.8361e+01			9.9812e-01	0.0000e+00	0.0000e+00
RIC8B	ENSG00000111785	ENST00000392837	true	true	9.9978e-01	4.2275e-01	3.2126e+00	2.7834e-01	16	5.7484e+01			1.0000e+00	0.0000e+00	0.0000e+00
RICTOR	ENSG00000164327	ENST00000357387	true	true	1.0000e+00	2.8926e-01	3.9781e+00	2.2798e-01	49	2.1493e+02			9.7053e-01	0.0000e+00	0.0000e+00
RIDA	ENSG00000132541	ENST00000254878	true	true	2.1273e-06	1.4329e+00	1.2419e-01	9.5532e-01	17	1.7795e+01			1.0000e+00	0.0000e+00	0.0000e+00
RIF1	ENSG00000080345	ENST00000444746	true	true	1.0000e+00	2.3354e-01	-8.3276e-01	1.8215e-01	45	2.4705e+02			9.8557e-01	0.0000e+00	0.0000e+00
RIIAD1	ENSG00000178796	ENST00000479191	true	true	1.9552e-06	1.7428e+00	-3.5224e-01	1.1318e+00	15	1.3253e+01			6.9565e-01	0.0000e+00	0.0000e+00
RILP	ENSG00000167705	ENST00000301336	true	true	6.5418e-23	1.6644e+00	-1.3490e+00	1.3240e+00	53	4.0031e+01			9.3017e-01	0.0000e+00	0.0000e+00
RILPL1	ENSG00000188026	ENST00000376874	true	true	1.0725e-07	8.7711e-01	2.2794e+00	6.5597e-01	33	5.0307e+01			9.9835e-01	0.0000e+00	0.0000e+00
RILPL2	ENSG00000150977	ENST00000280571	true	true	1.9721e-06	1.2549e+00	5.4228e-01	8.5525e-01	19	2.2216e+01			1.0000e+00	0.0000e+00	1.0585e-01
RIMBP2	ENSG00000060709	ENST00000690449	true	true	4.1381e-01	5.1465e-01	2.2038e+00	4.0462e-01	48	1.1863e+02			7.5967e-01	0.0000e+00	0.0000e+00
RIMBP3	ENSG00000275793	ENST00000619918	true	true	1.0000e+00	5.5544e-02	1.6222e+01	1.1709e-02	1	8.5407e+01	low_exome_mapping_quality	outlier_syn	4.0207e-01	1.0000e+00	0.0000e+00
RIMBP3B	ENSG00000274600	ENST00000620804	false	true			6.5422e+00				low_exome_coverage|low_exome_mapping_quality	no_exp_lof|no_exp_syn	4.3319e-02	1.0000e+00	0.0000e+00
RIMBP3C	ENSG00000183246	ENST00000433039	true	true							low_exome_coverage|low_exome_mapping_quality	no_exp_lof|no_exp_mis|no_exp_syn	0.0000e+00	1.0000e+00	0.0000e+00
